Age,Age (group),Department,Disability Status,Education-1,Ethnicity,Gender Updated,Info,Job Satisfaction,Job Satisfaction ,Years At Company (group),Years At Company (group) (copy),Employee Count,Monthly Income,Training Times Last Year,Years At Company
49,41-55,Research & Development,Not Disabled,Senior - Proffessional,Hispanic or Latino,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,15379,2,8
29,26-40,Research & Development,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2062,2,3
32,26-40,Research & Development,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2439,4,4
42,41-55,Research & Development,Not Disabled,Senior - Proffessional,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,3968,3,0
23,16-25,Research & Development,Not Disabled,Associate,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2647,6,5
22,16-25,Research & Development,Not Disabled,Associate,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,3375,2,3
41,41-55,Sales,Not Declared,Senior - Proffessional,Black or African American,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,8938,5,5
30,26-40,Sales,Not Declared,Associate,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,6-10 Years,06-Oct,1,7140,2,7
29,26-40,Sales,Not Declared,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,8620,3,10
34,26-40,Sales,Not Disabled,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,8628,2,8
31,26-40,Sales,Not Disabled,Associate,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,11-15 Years,Nov-15,1,10793,5,13
48,41-55,Sales,Not Disabled,Senior - Proffessional,Hispanic or Latino,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,5486,3,2
33,26-40,Sales,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,5505,5,6
39,26-40,Sales,Disabled,Senior - Proffessional,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,8237,3,7
36,26-40,Sales,Not Declared,Associate,Black or African American,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,5507,1,4
32,26-40,Sales,Not Declared,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,2269,2,2
37,26-40,Sales,Not Declared,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,4189,2,5
33,26-40,Sales,Not Disabled,Manager,Black or African American,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,6392,6,2
35,26-40,Sales,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,5561,2,5
32,26-40,Sales,Not Disabled,Senior Manager,Hispanic or Latino,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,9204,3,4
30,26-40,Sales,Not Disabled,Mid-Level,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,5301,2,2
31,26-40,Sales,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,8346,3,5
31,26-40,Sales,Not Disabled,Associate,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,3067,1,2
38,26-40,Sales,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,6-10 Years,06-Oct,1,9924,3,9
30,26-40,Sales,Not Disabled,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,9250,3,4
35,26-40,Sales,Not Disabled,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,2404,3,1
38,26-40,Sales,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,11-15 Years,Nov-15,1,4440,3,15
40,26-40,Sales,Not Disabled,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,6-10 Years,06-Oct,1,5473,5,8
32,26-40,Sales,Prefer not to say,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,9610,2,4
46,41-55,Sales,Disabled,Manager,White,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,21+ Years,21+,1,17567,5,26
38,26-40,Sales,Not Declared,Senior - Proffessional,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2858,3,1
29,26-40,Sales,Not Declared,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,5869,2,5
33,26-40,Sales,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,5487,2,10
40,26-40,Sales,Not Disabled,Manager,White,Non-Binary,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,21+ Years,21+,1,19833,3,21
39,26-40,Sales,Not Disabled,Manager,White,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,16-20 Years,16-20,1,13341,3,20
26,26-40,Sales,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,4684,4,5
27,26-40,Sales,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,4105,5,7
28,26-40,Sales,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,8463,4,5
20,16-25,Sales,Not Disabled,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2728,3,2
41,41-55,Sales,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,9241,3,10
