uid,datetime,latitude,longitude,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,MOTORIST INJURED,MOTORIST KILLED,PEDESTRIANS KILLED,CYCLIST KILLED,CYCLIST INJURED,PEDESTRIANS INJURED,Total Victim,Injured,Killed
4920,2/21/2019 16:38,-1.225756111,36.8849726,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4921,2/21/2019 17:42,-1.33214931,36.8891662,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,BICYCLE,3,0,0,0,1,3,7,7,0
4922,2/21/2019 19:17,-1.140715212,36.6346946,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,7,1,0,0,0,0,8,7,1
4923,2/21/2019 19:19,-1.233317221,36.66927002,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4924,2/21/2019 19:20,-1.233317221,36.66927002,Unsafe Speed,Passenger Distraction,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,6,1,0,0,0,0,7,6,1
4925,2/21/2019 19:35,-1.31659931,36.83381615,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Ambulance,1,0,0,0,0,2,3,3,0
4926,2/22/2019 6:25,-1.210565795,36.90818633,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
4927,2/22/2019 6:30,-1.181439011,36.938036,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4928,2/22/2019 6:37,-1.211492402,36.90682301,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,1,4,4,0
4929,2/22/2019 8:30,-1.320290411,36.8103495,Other Vehicular,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4,0,0,0,0,0,4,4,0
4930,2/22/2019 11:43,-1.196342467,36.92423137,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,TAXI,Taxi,4,0,0,0,0,0,4,4,0
4931,2/22/2019 12:00,-1.196473011,36.924362,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
4932,2/22/2019 12:18,-1.250170254,36.8466005,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,6,0,0,0,0,0,6,6,0
4933,2/22/2019 17:43,-1.267441435,36.8355184,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bus,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,12,0,0,0,0,0,12,12,0
4934,2/22/2019 17:48,-1.259366931,36.84312276,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,7,1,0,0,0,0,8,7,1
4935,2/22/2019 17:49,-1.259975199,36.84341754,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
4936,2/22/2019 18:07,-1.261680491,36.84224106,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,1,4,4,0
4937,2/22/2019 22:31,-1.230999265,36.87787438,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4938,2/23/2019 7:55,-1.329412011,36.6807865,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,7,0,0,0,0,0,7,7,0
4939,2/23/2019 8:19,-1.269099011,36.9206124,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4940,2/23/2019 10:38,-1.274064991,36.82032617,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,5,0,0,0,0,0,5,5,0
4941,2/23/2019 12:31,-1.33099091,36.8595949,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,4,0,0,0,0,0,4,4,0
4942,2/23/2019 14:12,-1.217315611,36.852274,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4943,2/23/2019 17:30,-1.302413665,36.88794743,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,4,0,0,0,0,1,5,5,0
4944,2/23/2019 18:22,-1.259975199,36.84341754,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,Sedan,Sedan,3,0,0,0,0,0,3,3,0
4945,2/23/2019 18:22,-1.256401511,36.855262,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,3,0,0,0,0,0,3,3,0
4946,2/23/2019 18:24,-1.256419873,36.8552761,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4947,2/23/2019 18:25,-1.259366931,36.84312276,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,2,0,0,0,0,0,2,2,0
4948,2/23/2019 18:26,-1.256155011,36.855219,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4949,2/23/2019 18:26,-1.256401511,36.855262,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,6,0,0,0,0,0,6,6,0
4950,2/23/2019 18:28,-1.256419873,36.8552761,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4951,2/23/2019 18:32,-1.257792911,36.8545017,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4952,2/23/2019 18:34,-1.256218975,36.85526818,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0,0,0,0,2,2,0
4953,2/23/2019 18:34,-1.256401511,36.855262,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4954,2/23/2019 18:39,-1.256419873,36.8552761,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,BU,21,0,0,0,1,0,22,22,0
4955,2/23/2019 18:47,-1.256218975,36.85526818,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4956,2/23/2019 18:48,-1.257546355,36.85433531,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
4957,2/23/2019 18:52,-1.256419873,36.8552761,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bus,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,12,0,0,0,0,0,12,12,0
4958,2/23/2019 18:56,-1.256419873,36.8552761,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Ambulance,1,0,0,0,0,2,3,3,0
4959,2/23/2019 18:57,-1.256218975,36.85526818,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,1,0,0,0,4,3,1
4960,2/23/2019 18:59,-1.294950477,36.88708607,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4961,2/23/2019 19:02,-1.20361355,36.9173289,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,4,0,0,0,0,0,4,4,0
4962,2/23/2019 19:05,-1.31538281,36.89460495,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0,0,0,0,2,2,0
4963,2/23/2019 19:14,-1.259975199,36.84341754,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4964,2/23/2019 19:33,-1.483135622,37.04828447,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0,0,0,0,2,2,0
4965,2/23/2019 20:06,-1.216701111,36.89516381,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,7,1,0,0,0,0,8,7,1
4966,2/23/2019 23:29,-1.36413761,36.9121154,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,TAXI,Taxi,4,0,0,0,0,0,4,4,0
4967,2/24/2019 3:42,-1.322131043,36.70748223,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,TAXI,Taxi,4,0,0,0,0,0,4,4,0
4968,2/24/2019 7:43,-1.364663118,36.91164206,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,3,0,0,0,0,0,3,3,0
4969,2/24/2019 13:34,-1.286987311,36.7424011,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,3,0,0,0,0,0,3,3,0
4970,2/24/2019 16:42,-1.318732358,36.77084897,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4971,2/25/2019 6:49,-1.294940311,36.7981901,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,2,0,0,3,6,4,2
4972,2/25/2019 11:27,-1.342729492,36.76627293,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,3,1,0,0,0,0,4,3,1
4973,2/25/2019 18:00,-1.491223837,37.05724895,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,1,0,0,0,0,4,3,1
4974,2/25/2019 18:37,-1.105160844,37.01701609,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4975,2/25/2019 20:00,-1.233667811,36.868272,Alcohol Involvement,Backing Unsafely,Backing Unsafely,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
4976,2/26/2019 6:26,-1.207220011,36.78602,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0,0,0,0,4,4,0
4977,2/26/2019 6:29,-1.273061112,36.8129184,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,9,0,0,0,0,0,9,9,0
4978,2/26/2019 6:38,-1.272485228,36.81400433,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,TAXI,Taxi,4,0,0,0,0,0,4,4,0
4979,2/26/2019 6:43,-1.31538281,36.89460495,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,Taxi,TAXI,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4980,2/26/2019 6:44,-1.31031126,36.8915215,Driver Inattention/Distraction,Following Too Closely,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan,3,0,0,0,0,0,3,3,0
4981,2/26/2019 6:45,-1.31538281,36.89460495,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,2,0,0,0,0,0,2,2,0
4982,2/26/2019 7:11,-1.31440286,36.89403205,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,6,0,0,0,0,0,6,6,0
4983,2/26/2019 7:22,-1.31538281,36.89460495,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,6,0,0,0,0,0,6,6,0
4984,2/26/2019 7:25,-1.31440286,36.89403205,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,1,0,0,0,4,3,1
4985,2/26/2019 7:43,-1.244792616,36.86769895,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4986,2/26/2019 10:14,-1.295170613,36.83460236,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4987,2/26/2019 10:14,-1.263090011,36.76439,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,Unspecified,LIVERY VEHICLE,Taxi,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4988,2/26/2019 15:50,-1.277823307,36.96900358,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4989,2/26/2019 17:04,-1.213035778,36.89295818,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Refrigerated Van,Sedan,6,0,0,0,0,0,6,6,0
4990,2/26/2019 17:10,-1.480033009,37.07635,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
4991,2/26/2019 17:44,-1.310479478,36.80526722,Alcohol Involvement,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Pick-up Truck,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4992,2/26/2019 17:54,-1.491223837,37.05724895,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,1,0,0,0,4,3,1
4993,2/26/2019 21:24,-1.180886401,36.92705888,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,7,1,0,0,0,0,8,7,1
4994,2/26/2019 21:24,-1.180886401,36.92705888,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4995,2/27/2019 5:11,-1.304917518,36.826513,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,van,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4996,2/27/2019 5:15,-1.305744511,36.82693484,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0,0,0,0,4,4,0
4997,2/27/2019 5:38,-1.305231915,36.82638161,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4998,2/27/2019 5:55,-1.305744511,36.82693484,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4999,2/27/2019 6:00,-1.305170565,36.82638467,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
5000,2/27/2019 6:03,-1.180886401,36.92705888,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
5001,2/27/2019 6:12,-1.304917518,36.826513,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
5002,2/27/2019 6:22,-1.305608932,36.82680776,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,3,0,0,0,0,0,3,3,0
5003,2/27/2019 6:25,-1.26452983,36.74929096,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,2,0,0,0,0,0,2,2,0
5004,2/27/2019 6:37,-1.26452983,36.74929096,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,6,0,0,0,0,0,6,6,0
5005,2/27/2019 6:37,-1.304789291,36.82621044,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
5006,2/27/2019 6:46,-1.304970605,36.82669127,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,1,4,4,0
5007,2/27/2019 7:00,-1.305472011,36.8251278,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
5008,2/27/2019 7:04,-1.305744511,36.82693484,Lost Consciousness,Unspecified,Unspecified,Unspecified,Unspecified,Van,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,6,0,0,0,0,0,6,6,0
5009,2/27/2019 7:05,-1.304917518,36.826513,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,7,0,0,0,0,0,7,7,0
5010,2/27/2019 7:07,-1.304917518,36.826513,Other Vehicular,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
5011,2/27/2019 7:08,-1.271076067,36.80737511,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
5012,2/27/2019 7:08,-1.305744511,36.82693484,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,2,0,0,3,6,4,2
5013,2/27/2019 7:18,-1.305744511,36.82693484,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,BICYCLE,BICYCLE,BICYCLE,BICYCLE,0,0,0,1,3,0,4,3,1
5014,2/27/2019 7:24,-1.36916361,36.9172504,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
5015,2/27/2019 7:30,-1.305472011,36.8251278,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
5016,2/27/2019 7:33,-1.305472011,36.8251278,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Box Truck,Sedan,Sedan,3,0,0,0,0,0,3,3,0
